transaction_id,prefecture,city_ward,latitude,longitude,nearest_station,distance_to_nearest_station_m,property_type,building_structure,build_year,total_floors_bldg,floor_number,exclusive_area_m2,floor_area_m2,land_area_m2,land_rights,zoning_use_district,transaction_date,ward_price_index_t,mortgage_rate_t
tx_0000018,大阪府,西区,34.77439543779723,138.25676226804944,本町,469.0543944450921,戸建て,RC,2005,2,0,130.48806291063073,133.56033281540084,192.62751237311855,所有権,近隣商業,2019-07-26,1.1276359644094462,0.010084648356816146
tx_0000019,京都府,中央区,42.50607146937556,136.30781676935615,川崎,743.2308355434266,マンション,木造,2002,14,11,71.5083269797606,71.5083269797606,0.0,所有権,商業,2021-06-22,0.9507887292084308,0.009205953278557555
tx_0000020,大阪府,北区,34.17067016427606,131.57290850258119,本町,300.8470413228197,マンション,SRC,1986,5,2,67.5669101852856,67.5669101852856,0.0,所有権,第二種住居,2020-10-04,1.1392603526788105,0.009759234754379209
tx_0000021,京都府,中央区,42.06354385094736,131.22317230536765,神戸,749.3066335393387,戸建て,RC,1980,2,0,139.6306301522677,90.67854808274038,86.78862783477886,所有権,近隣商業,2019-07-04,0.9882028748061744,0.009501882239831254
tx_0000022,埼玉県,西区,33.43400783298173,140.17107663245955,天神,1387.8798141047569,戸建て,木造,2015,2,0,127.8471552389279,79.59198788257011,117.737518813034,所有権,第二種住居,2023-06-11,0.8968386469290114,0.008363016169857898
tx_0000023,福岡県,南区,36.882683839898725,132.52334220275443,川崎,,マンション,RC,2014,5,2,83.73509345099106,83.73509345099106,0.0,所有権,第一種住居,2023-03-03,0.9337223610743127,0.008335742367420294
tx_0000024,神奈川県,北区,37.11255116585369,138.5536251210875,博多,130.34154924816767,マンション,RC,1956,9,5,25.14797271168614,25.14797271168614,0.0,所有権,商業,2020-07-23,1.1073207043061575,0.009636389128136075
tx_0000025,埼玉県,中央区,35.41084832329632,132.25549861357177,千葉,276.46366096991443,マンション,木造,1999,21,12,61.84913836015029,61.84913836015029,0.0,所有権,近隣商業,2023-06-30,0.9564639331874701,0.00811434246865848
tx_0000026,神奈川県,南区,34.34015228450641,130.31660943944672,大宮,820.3255788599715,戸建て,RC,1997,2,0,166.42196763390714,140.3789155219148,123.37592407050545,所有権,第二種住居,2023-01-11,1.1423619124915363,0.008437511694882941
tx_0000027,愛知県,北区,40.96471775673877,135.0528148874079,横浜,521.2352860744222,戸建て,SRC,1997,2,0,112.53584916659022,91.38610005083532,50.0,借地権,第一種住居,2023-10-30,1.0070371657197748,0.00862437895207747
tx_0000028,兵庫県,中央区,34.7231987120163,132.1151792068954,船橋,593.4317574629606,土地,RC,2014,2,0,0.0,125.09017646490116,51.89984761223104,所有権,商業,2021-10-02,0.9642199878980923,0.009552138529784161
tx_0000029,東京都,新宿区,35.73678931205339,139.86834896021273,恵比寿,257.48743271246116,マンション,RC,2014,21,10,51.16934352173414,51.16934352173414,0.0,所有権,商業,2020-09-02,1.1257468840272582,0.009641268126250801
tx_0000030,東京都,文京区,35.523706183411726,139.713046906582,品川,211.05344380735556,戸建て,RC,2016,2,0,86.20427451934368,60.0,162.57010461894143,所有権,第二種住居,2023-11-01,1.1172181155688927,0.008048743795147256
tx_0000031,神奈川県,花見区,38.86841118020879,138.19983421602763,名古屋,354.27965923882505,マンション,RC,2010,20,14,47.98421509654262,47.98421509654262,0.0,所有権,第二種住居,2021-04-06,1.152822895841391,0.008968863167794213
tx_0000032,埼玉県,東区,37.10396826989661,140.80616478599467,天神,960.3374910797646,マンション,SRC,2004,6,2,50.23013265231884,50.23013265231884,0.0,所有権,第一種住居,2020-09-13,0.9512877281097879,0.009432282120821749
tx_0000033,東京都,港区,35.42120486620754,139.5459347298957,品川,179.164600214235,戸建て,木造,2010,2,0,166.29961469046916,153.58836466311934,166.6506070194175,所有権,第一種住居,2024-10-24,1.1254431829636815,0.008078421352292245
tx_0000034,大阪府,中区,37.08518292935917,140.2623187380995,本町,175.10457385249046,戸建て,RC,2020,2,0,123.79848202598954,74.62145787260906,239.4939136109162,所有権,第一種住居,2022-01-13,1.129636997841341,0.008739519960714174
tx_0000035,北海道,西区,41.77200540813108,134.31689618164899,川崎,793.0884858589765,戸建て,SRC,1991,2,0,92.64369101632597,95.44564468048982,104.04714894668285,所有権,近隣商業,2019-05-26,0.8865071529338855,0.009981453111760368
tx_0000036,京都府,緑区,34.392720726633875,138.73427708197326,札幌,507.1673850315814,マンション,RC,1959,4,2,71.58811162366979,71.58811162366979,0.0,所有権,準工業,2021-04-05,0.9720992539801819,0.008845402758903899
tx_0000037,大阪府,南区,34.49917427348774,132.52176534755907,心斎橋,724.4459013264927,戸建て,RC,1986,2,0,79.31748522273398,150.2931393737887,140.10172400234612,所有権,第一種住居,2024-05-11,1.1960329837890233,0.007933542370685774
tx_0000038,愛知県,西区,42.22499381177296,137.77962497744738,川崎,191.9031986894032,マンション,RC,2009,4,2,37.18313315097845,37.18313315097845,0.0,所有権,第一種住居,2023-02-28,1.0262304196783019,0.008599630228399286
tx_0000039,東京都,文京区,35.3023160115023,139.63339966867645,銀座,510.14991994238824,戸建て,鉄骨,2012,2,0,101.22639239701056,181.1607330521246,146.19763335538968,所有権,第一種住居,2021-07-17,1.1872263329734756,0.009024559887777266
tx_0000040,千葉県,花見区,33.13094456588334,137.29891109218383,天神,380.90043302811273,マンション,RC,1962,8,1,50.085138718281115,50.085138718281115,0.0,借地権,第二種住居,2024-07-07,0.9498120450256118,0.008392261101323972
tx_0000041,東京都,中央区,35.687763808347505,139.6813155338992,銀座,1537.0291948095785,マンション,RC,1996,9,3,58.961695215357096,58.961695215357096,0.0,所有権,第二種住居,2019-11-22,1.1306432087350446,0.009766728270290249
tx_0000042,大阪府,中央区,35.538885640433044,132.15724409662798,なんば,361.5755768201807,戸建て,RC,1997,2,0,99.48191533773064,106.90899721105666,167.5757031471477,所有権,準工業,2021-12-24,1.1926428818503512,0.008706255295242537
tx_0000043,埼玉県,青葉区,41.48128095466883,131.35054578628979,神戸,1503.0896756975535,マンション,木造,1991,12,5,79.9961063882243,79.9961063882243,0.0,所有権,第一種住居,2021-01-13,0.9198910213461275,0.009413750628481207
tx_0000044,兵庫県,西区,38.6577661996656,140.83904043465907,横浜,861.3941546102633,戸建て,RC,2007,2,0,102.09521887819767,140.5563087453267,86.49804032223267,所有権,商業,2024-06-17,0.9411974128721953,0.008073964529251434
tx_0000045,埼玉県,中央区,35.74055220687206,136.09595802767373,横浜,138.5201614635362,マンション,SRC,1983,12,4,55.36867866130786,55.36867866130786,0.0,所有権,商業,2019-02-19,0.9271379152281283,0.009948466477845218
tx_0000046,大阪府,港北区,33.46965966775055,131.82911705631687,京橋,139.15931650950512,マンション,RC,1994,4,2,74.65381967891028,74.65381967891028,0.0,借地権,第二種住居,2020-03-28,1.1628857110022566,0.009124527862207066
tx_0000047,愛知県,東区,37.963662472012366,136.56527133808578,千葉,220.8964769245162,マンション,RC,2016,25,15,36.01202222336114,36.01202222336114,0.0,所有権,第一種住居,2022-08-13,0.9559046747449873,0.008534089207062825
tx_0000048,神奈川県,港北区,33.915820733266344,140.09044933008468,横浜,365.8389797399122,マンション,木造,2006,12,7,91.24897115993858,91.24897115993858,0.0,所有権,第一種住居,2019-08-22,1.0886001943721069,0.010138124467348965
tx_0000049,東京都,文京区,35.390287672563666,139.72717809222107,銀座,441.45202409653234,マンション,SRC,1988,12,5,71.67844309097808,71.67844309097808,0.0,所有権,準工業,2021-09-03,1.0930246568480364,0.009227043651886382
tx_0000050,福岡県,北区,33.76953201629209,137.65917653465954,名古屋,584.827614850086,戸建て,鉄骨,1974,2,0,102.58752678873022,133.14851417927994,94.19776358913131,所有権,第二種住居,2020-10-13,0.9375543497276777,0.009536637719410228
tx_0000051,神奈川県,緑区,37.019309136092424,135.278631823343,名古屋,191.99043769998423,マンション,SRC,1975,13,8,28.01072857148953,28.01072857148953,0.0,所有権,準工業,2019-05-24,1.150892733193329,0.010153931616943973
tx_0000052,大阪府,青葉区,36.84326647159682,137.47612010962376,京橋,186.1790183908768,戸建て,RC,2014,2,0,128.8097382594106,64.66648466897169,74.06740267579009,所有権,第一種住居,2024-11-25,1.1506031633336593,0.008069312828842207
tx_0000053,東京都,文京区,35.47506262958336,139.52313707062535,新宿,1356.0561241085709,マンション,RC,2010,19,2,78.34205828767273,78.34205828767273,0.0,所有権,第一種住居,2023-09-19,1.1538195291550246,0.008354272868053451
tx_0000054,北海道,中央区,33.91486837397755,139.6520694889342,博多,295.480236489373,土地,RC,1986,2,0,0.0,136.455928155228,95.8221564575223,所有権,第二種住居,2024-07-24,0.9694260787374539,0.008331970922600915
tx_0000055,神奈川県,花見区,41.51206914048769,135.4466117971537,,1045.271925202926,戸建て,木造,2013,2,0,108.14205895914391,63.62042315956418,83.45349800290404,所有権,第二種住居,2024-09-23,1.1338406237985268,0.008067227472662681
tx_0000056,埼玉県,東区,34.89221539785006,139.69800846047386,天神,675.9177047925241,戸建て,SRC,1988,2,0,85.86440709811677,90.7756325662963,96.7746537248756,所有権,準工業,2022-06-05,0.9234693167468373,0.008712777806150757
tx_0000057,北海道,花見区,33.18427718738217,134.75464862281763,,293.67128639805065,マンション,木造,1965,13,1,61.86218165903517,61.86218165903517,0.0,所有権,第二種住居,2024-04-09,0.9401100617655604,0.00788838356892565
tx_0000058,兵庫県,北区,39.83295376606505,134.90492977014424,神戸,1041.7355172198666,戸建て,RC,2015,2,0,140.85139886774527,60.0,92.05390763642058,所有権,第一種住居,2024-08-14,0.9621596392290498,0.00833557468818177
tx_0000059,神奈川県,南区,36.20742740438128,137.96864939875528,大宮,316.64326445294296,戸建て,SRC,1980,2,0,90.15889893246653,90.47072458240895,102.26879085332529,所有権,準工業,2019-08-12,1.0857069982901975,0.00979596354432366
tx_0000060,愛知県,東区,37.8152235151255,131.29039007858634,,722.444952409146,マンション,木造,2001,14,8,69.15431082499241,69.15431082499241,0.0,所有権,第一種住居,2022-11-28,0.9680557658451422,0.008899057125807887
tx_0000061,東京都,中央区,35.67852963380561,139.88105945521548,品川,476.9928726976524,マンション,RC,1982,21,8,20.644127524767356,20.644127524767356,0.0,所有権,準工業,2022-05-07,1.1817822529539916,0.008904152240023331
tx_0000062,福岡県,中区,38.67540848261558,137.58411466050993,川崎,498.6060400362055,マンション,鉄骨,2011,10,5,50.58071652340672,50.58071652340672,0.0,所有権,第二種住居,2019-08-18,0.891334923953241,0.009708973424846699
tx_0000063,京都府,西区,41.17297769962494,134.9755011297013,天神,398.84089337165625,マンション,SRC,1997,12,8,42.061264445888526,42.061264445888526,0.0,所有権,第一種住居,2020-01-02,0.9529146707301306,0.009788501238303722
tx_0000064,大阪府,花見区,34.99542450929145,137.4825106667442,京橋,191.84155686466957,マンション,RC,2008,6,2,65.45670976071,65.45670976071,0.0,所有権,近隣商業,2023-05-22,1.2250914387552354,0.00825079820032571
tx_0000065,東京都,渋谷区,35.750350932005624,139.66868837074938,東京,365.29571252416,戸建て,木造,2018,2,0,77.95197761893283,111.73355455679916,172.35491513060774,所有権,近隣商業,2021-10-10,1.1876102269162971,0.009133418314159725
tx_0000066,神奈川県,東区,38.92950851434927,131.79876259843525,天神,830.1696767874265,マンション,SRC,1987,8,1,61.476002552118906,61.476002552118906,0.0,所有権,第二種住居,2024-06-21,1.1498679761918706,0.0075755845938720616
tx_0000067,千葉県,花見区,37.494338352137376,136.46672808221425,横浜,596.7363789107108,マンション,SRC,2018,9,6,43.94744010187597,43.94744010187597,0.0,所有権,第二種住居,2024-02-22,0.9258918679725493,0.0081072979661507
tx_0000068,福岡県,花見区,33.3934354066851,131.3432090541103,神戸,385.4898237536985,マンション,木造,1950,11,4,75.60566908063684,75.60566908063684,0.0,所有権,第一種住居,2020-01-03,0.9440577478236677,0.009743998052831352
tx_0000069,埼玉県,北区,34.32714653819277,131.57896598243332,千葉,520.3895989556208,マンション,SRC,1949,4,2,50.73729326665357,50.73729326665357,0.0,所有権,第一種住居,2019-08-15,0.9191409637432979,0.009927658581741817
tx_0000070,福岡県,緑区,39.76513385777247,132.3724266763749,札幌,1041.3916074796841,マンション,SRC,2005,22,16,54.3822472885684,54.3822472885684,0.0,所有権,第一種住居,2024-10-25,0.9602373012240348,0.008061983080369378
tx_0000071,大阪府,北区,42.25674830880712,134.81989581053188,本町,463.29753018270156,マンション,RC,1984,7,3,47.03358187952077,47.03358187952077,0.0,所有権,第一種住居,2022-06-18,1.1929153786724018,0.008788063454407576
tx_0000072,福岡県,花見区,39.19490346009614,135.0984344818063,名古屋,435.9203381022559,戸建て,RC,1999,2,0,152.83515189674915,79.59115955045016,70.43038252718463,所有権,第二種住居,2021-08-11,0.888865349330764,0.00946952304008714
tx_0000073,千葉県,港北区,42.27034544796307,130.66294129318516,札幌,1001.9361347229508,マンション,RC,2016,23,15,22.092025060862163,22.092025060862163,0.0,所有権,商業,2022-02-10,0.9432384305056553,0.008727633678250553
tx_0000074,福岡県,中区,34.814383476956266,135.77679722033767,川崎,206.53614697280017,マンション,RC,2011,4,1,73.36633212004625,73.36633212004625,0.0,所有権,第一種住居,2019-08-11,0.9762910124689399,0.010019307846630592
tx_0000075,愛知県,青葉区,35.120448399082264,136.7207908773609,大宮,210.916016206207,マンション,鉄骨,1996,12,6,82.28280859947688,82.28280859947688,0.0,所有権,商業,2022-05-27,0.9424414060629352,0.008729455215575757
tx_0000076,千葉県,港北区,38.35358101842661,131.9629056175055,札幌,1039.3483979946084,マンション,RC,2013,14,6,66.73356417060161,66.73356417060161,0.0,所有権,第一種住居,2023-08-14,0.9188451835758591,0.008227145695450562
tx_0000077,神奈川県,東区,35.741606665598056,130.87361305887885,名古屋,,マンション,RC,1995,5,4,54.95832405159632,54.95832405159632,0.0,所有権,近隣商業,2022-04-12,1.1702537188538824,0.008974896096936087
tx_0000078,東京都,渋谷区,35.634743477599095,139.89765574448847,品川,203.66235467672027,マンション,RC,2001,14,10,42.56363398987217,42.56363398987217,0.0,所有権,第二種住居,2020-02-25,1.1533601407488734,0.009363951492731693
tx_0000079,愛知県,中央区,42.27177819479453,132.58106290041,川崎,158.27256467232127,マンション,RC,2014,9,2,67.58827169773575,67.58827169773575,0.0,所有権,第一種住居,2023-05-20,0.9820507373640922,0.008365025128873506
tx_0000080,千葉県,青葉区,36.60136407471519,130.96407021440223,神戸,529.6888017908731,戸建て,SRC,1975,2,0,89.1759202915843,115.85029756270966,145.1868023106213,所有権,第一種住居,2024-12-13,0.968144842115321,0.007808351014687782
tx_0000081,福岡県,花見区,40.90030436307062,133.35147053007844,大宮,228.50541323195432,マンション,RC,1981,10,4,55.62533754497349,55.62533754497349,0.0,所有権,商業,2020-10-31,0.9575568395723192,0.00966281170534316
tx_0000082,東京都,新宿区,35.33408615469274,139.5103247627798,目黒,346.5526232476374,戸建て,RC,1995,2,0,178.9463290757305,95.99579146822526,87.47934826450032,所有権,第二種住居,2020-01-16,1.1678460458004398,0.009524129563445376
tx_0000083,東京都,中央区,35.36069246971121,139.62131005902705,品川,137.15840380977446,マンション,SRC,1963,5,2,79.37523703394633,79.37523703394633,0.0,借地権,第一種住居,2021-08-20,1.1308555896494055,0.009058933776800029
tx_0000084,東京都,渋谷区,35.49353938016781,139.88552891019296,品川,202.50004215152256,マンション,RC,2007,14,13,72.54157538701175,72.54157538701175,0.0,所有権,第二種住居,2022-10-18,1.1142677296176595,0.008385825657491009
tx_0000085,神奈川県,北区,39.460901234625084,135.4926721847648,神戸,314.37740103705585,マンション,SRC,2018,4,2,75.65909466457225,75.65909466457225,0.0,所有権,第一種住居,2023-09-27,1.103328188357456,0.008090749212266154
tx_0000086,神奈川県,北区,35.53058432800785,138.5928746616561,天神,702.065330127997,戸建て,RC,1987,2,0,119.83787244963295,101.50028370503188,143.2522730507591,所有権,第一種住居,2019-10-06,1.1552101728082345,0.009974332786131494
tx_0000087,兵庫県,緑区,41.021305581275875,131.15904287348087,横浜,438.16786329895314,マンション,RC,1978,9,5,52.38969840206013,52.38969840206013,0.0,所有権,第一種住居,2021-04-26,0.9727317871296498,0.009386670460023725
tx_0000088,東京都,中央区,35.77991325903796,139.69130211783036,新宿,199.1732698204653,マンション,鉄骨,1973,9,6,39.04081044517112,39.04081044517112,0.0,所有権,第一種住居,2021-04-28,1.1513559178920805,0.009098852790949668
tx_0000089,福岡県,港北区,34.636838014653016,133.01170438265518,千葉,455.8952122802929,マンション,RC,1996,11,3,71.58947858462932,71.58947858462932,0.0,所有権,第二種住居,2019-10-02,0.887864580738687,0.010104149871251444
tx_0000090,福岡県,東区,41.17785329856945,132.34862502941738,大宮,438.02683252538,マンション,木造,1995,14,9,64.81949903276502,64.81949903276502,0.0,所有権,第二種住居,2022-11-15,0.984197978675451,0.008729154362660908
tx_0000091,埼玉県,青葉区,41.0007096869916,132.2443919809179,神戸,287.7787112853548,マンション,SRC,1955,17,11,67.47097713803274,67.47097713803274,0.0,所有権,第二種住居,2022-04-02,0.9445463266805041,0.00847911268146852
tx_0000092,大阪府,緑区,42.963343376272476,134.05140483557534,天王寺,299.9138121515863,マンション,木造,1998,13,6,39.3020337383552,39.3020337383552,0.0,所有権,第一種住居,2020-02-16,1.1640857113583543,0.00974294841566951
tx_0000093,埼玉県,南区,38.61484587959524,136.1672610385779,天神,369.0567540791326,マンション,RC,2019,11,3,80.25168206854364,80.25168206854364,0.0,所有権,近隣商業,2024-04-24,0.9548752688800026,0.007884882404842137
tx_0000094,大阪府,西区,33.88600429679617,132.42673147982333,心斎橋,163.56243816271208,マンション,木造,2001,15,7,68.92774894913431,68.92774894913431,0.0,所有権,第一種住居,2023-10-29,1.2023358925559091,0.008099833040571509
tx_0000095,大阪府,花見区,34.65294110970174,137.70277155388973,京橋,50.0,マンション,SRC,1988,15,10,36.131689699832414,36.131689699832414,0.0,借地権,第一種住居,2020-10-17,1.1622102714137725,0.009608207111769322
tx_0000096,大阪府,中区,33.070292038136195,130.63008276185386,本町,,戸建て,木造,2016,2,0,125.81567289023765,101.91493439326801,165.46080832265636,所有権,商業,2023-03-08,1.2003464266182167,0.008263178613472552
tx_0000097,神奈川県,花見区,33.65366157564385,135.36328313040724,船橋,372.45862092660207,土地,RC,2013,2,0,0.0,78.2263248192929,121.88168864787787,所有権,近隣商業,2022-12-09,1.163604249273146,0.008947754486102284
tx_0000098,東京都,中央区,35.430078895481024,139.7923283859923,恵比寿,268.11570234576834,マンション,SRC,1988,11,5,49.37344885763573,49.37344885763573,0.0,所有権,準工業,2024-06-08,1.1478252582135346,0.007901667427349877
tx_0000099,北海道,西区,33.676683619000016,137.78618606952745,千葉,703.2766066494064,マンション,SRC,2001,5,2,40.308168464039014,40.308168464039014,0.0,所有権,第一種住居,2022-12-03,0.9835223533902852,0.008734980072376495
tx_0000100,大阪府,中区,37.59239877596958,130.57152235309695,心斎橋,546.2292598947132,マンション,RC,1991,20,4,73.07869682172391,73.07869682172391,0.0,所有権,第一種住居,2021-09-30,1.1985637728717509,0.009152522635334077
tx_0000101,京都府,緑区,42.0922020586156,135.92571977747986,千葉,123.01689771664493,マンション,木造,1996,13,7,47.79053191590808,47.79053191590808,0.0,所有権,第一種住居,2019-12-27,0.9487106867735031,0.009897088741731683
tx_0000102,埼玉県,中区,34.57954822835348,137.65489029985682,名古屋,265.722631058299,戸建て,RC,2019,2,0,111.01955411867061,161.19893328652637,174.00240328573244,所有権,第二種住居,2022-12-09,0.9526954291556707,0.008819771507334824
tx_0000103,京都府,緑区,36.19666832440545,140.87257588353285,川崎,,戸建て,RC,1996,2,0,128.45397933938736,122.03060252803758,170.17492267764322,借地権,商業,2021-03-06,0.9321975895438652,0.009209143549340795
tx_0000104,埼玉県,北区,42.182079996227756,131.21823289850855,千葉,317.9562798565509,マンション,鉄骨,2012,6,3,62.270918813747194,62.270918813747194,0.0,所有権,準工業,2023-05-08,0.9150098032724002,0.008041365846822144
tx_0000105,愛知県,花見区,39.511475848816744,136.83021424226274,横浜,1189.321236792477,マンション,RC,2001,13,5,71.81240053009105,71.81240053009105,0.0,所有権,第一種住居,2023-12-05,0.9406729588683973,0.008566272642585958
tx_0000106,千葉県,北区,42.03607844346795,132.56039461811417,川崎,385.2666656900559,戸建て,RC,1988,2,0,74.80317026736293,131.03540829093885,101.09569495083328,所有権,第二種住居,2019-03-10,0.9908576379497124,0.009806164620057239
tx_0000107,京都府,西区,35.92218230461898,140.01847177808307,川崎,450.3702605221501,戸建て,SRC,2015,2,0,60.0,130.42265031451265,93.23359070230387,所有権,商業,2024-06-09,0.9487461891763674,0.00816436024576271
tx_0000108,愛知県,花見区,35.8382844702352,139.06988288895735,船橋,349.5908764403344,戸建て,SRC,1954,2,0,120.96090579877357,93.58871837341229,105.89905346184823,所有権,第一種住居,2024-11-20,0.9539386174137524,0.007906464281837213
tx_0000109,東京都,豊島区,35.346928642411676,139.86385072777463,銀座,643.8315191705523,戸建て,木造,1956,2,0,101.86652344387585,99.93534830429968,123.50260815565908,所有権,商業,2019-04-16,1.1892914115723556,0.009723826799987567
tx_0000110,愛知県,中央区,40.02633773085516,132.61176815212286,横浜,,マンション,SRC,2011,15,8,18.387342062870864,18.387342062870864,0.0,所有権,近隣商業,2024-04-08,0.9861344108344486,0.008372386143389402
tx_0000111,埼玉県,南区,35.388566604019275,135.1660595214878,神戸,423.81886548736776,土地,RC,2019,2,0,0.0,132.20573085377205,122.76014381441045,所有権,第一種住居,2023-09-19,0.9740573648223474,0.008284407408267972
tx_0000112,埼玉県,中央区,33.870927667957716,136.78773167729582,川崎,532.6132324816147,戸建て,RC,2015,2,0,95.7237276885041,82.4353078322825,135.95872552095904,所有権,第一種住居,2020-03-05,0.987906376860346,0.009566445584990629
tx_0000113,東京都,千代田区,35.44836382055204,139.7873716919275,東京,538.4551749744953,マンション,SRC,1985,18,5,53.255688031687,53.255688031687,0.0,所有権,近隣商業,2022-06-12,1.1797389172032269,0.008416128238266376
tx_0000114,北海道,北区,37.126753260833965,137.1070579250557,札幌,367.74178958416184,マンション,木造,1991,11,8,41.59499956547525,41.59499956547525,0.0,借地権,第二種住居,2024-03-04,1.0139907747334558,0.008249365986351766
tx_0000115,大阪府,東区,38.32492699437147,134.93738378842178,天王寺,164.49487094499128,マンション,RC,2005,11,10,48.65308814542783,48.65308814542783,0.0,所有権,準工業,2022-08-04,1.170057075939053,0.008832725813643204
tx_0000116,東京都,文京区,35.728781168830636,139.8666540943365,新宿,606.5916514721321,マンション,RC,1969,5,1,91.80434269683983,91.80434269683983,0.0,所有権,第二種住居,2019-09-27,1.1116806460032311,0.010014911100374928
tx_0000117,埼玉県,青葉区,34.01259914615159,139.31853438663163,天神,714.1560358415338,マンション,RC,2014,9,5,55.88518772140658,55.88518772140658,0.0,所有権,第二種住居,2021-03-21,0.9625343600021719,0.00940638844765731
tx_0000118,大阪府,南区,36.74803567781797,135.21407071331473,京橋,340.6025789354596,マンション,RC,1993,4,1,19.654052937788478,19.654052937788478,0.0,所有権,第一種住居,2022-05-10,1.1353381624229748,0.008566474938775456
tx_0000119,埼玉県,西区,36.023332493514935,132.85268387048805,博多,1040.0075769704158,マンション,鉄骨,2019,11,2,32.4646506218039,32.4646506218039,0.0,所有権,近隣商業,2024-11-24,0.9452326014552309,0.008268014057762738
tx_0000120,東京都,渋谷区,35.61033023991229,139.58052484312898,新宿,50.0,マンション,鉄骨,1984,4,1,96.48165339499947,96.48165339499947,0.0,借地権,商業,2021-01-19,1.1401708587736143,0.00936131193505958
